,attribute_1 = C,attribute_1 = A,attribute_1 = G,attribute_1 = T,attribute_1 = D,attribute_2 = C,attribute_2 = G,attribute_2 = A,attribute_2 = T,attribute_2 = D,attribute_3 = A,attribute_3 = G,attribute_3 = T,attribute_3 = C,attribute_4 = G,attribute_4 = C,attribute_4 = A,attribute_4 = T,attribute_5 = C,attribute_5 = T,attribute_5 = A,attribute_5 = G,attribute_6 = T,attribute_6 = C,attribute_6 = G,attribute_6 = A,attribute_7 = G,attribute_7 = A,attribute_7 = C,attribute_7 = T,attribute_8 = C,attribute_8 = A,attribute_8 = G,attribute_8 = T,attribute_9 = A,attribute_9 = C,attribute_9 = G,attribute_9 = T,attribute_10 = T,attribute_10 = G,attribute_10 = C,attribute_10 = A,attribute_11 = C,attribute_11 = G,attribute_11 = A,attribute_11 = T,attribute_12 = A,attribute_12 = G,attribute_12 = C,attribute_12 = T,attribute_13 = C,attribute_13 = A,attribute_13 = G,attribute_13 = T,attribute_14 = A,attribute_14 = G,attribute_14 = T,attribute_14 = C,attribute_14 = N,attribute_15 = G,attribute_15 = C,attribute_15 = T,attribute_15 = A,attribute_16 = G,attribute_16 = C,attribute_16 = T,attribute_16 = A,attribute_17 = A,attribute_17 = G,attribute_17 = T,attribute_17 = C,attribute_18 = G,attribute_18 = T,attribute_18 = A,attribute_18 = C,attribute_19 = G,attribute_19 = A,attribute_19 = C,attribute_19 = T,attribute_19 = N,attribute_20 = C,attribute_20 = G,attribute_20 = A,attribute_20 = T,attribute_20 = N,attribute_21 = C,attribute_21 = G,attribute_21 = T,attribute_21 = A,attribute_21 = N,attribute_22 = A,attribute_22 = C,attribute_22 = T,attribute_22 = G,attribute_22 = N,attribute_23 = G,attribute_23 = C,attribute_23 = A,attribute_23 = T,attribute_23 = N,attribute_24 = C,attribute_24 = G,attribute_24 = A,attribute_24 = T,attribute_24 = N,attribute_25 = G,attribute_25 = T,attribute_25 = A,attribute_25 = C,attribute_25 = N,attribute_26 = A,attribute_26 = G,attribute_26 = C,attribute_26 = T,attribute_26 = N,attribute_27 = G,attribute_27 = C,attribute_27 = T,attribute_27 = A,attribute_27 = N,attribute_28 = C,attribute_28 = A,attribute_28 = G,attribute_28 = T,attribute_28 = N,attribute_29 = A,attribute_29 = G,attribute_29 = C,attribute_29 = T,attribute_29 = N,attribute_30 = G,attribute_30 = C,attribute_30 = A,attribute_30 = T,attribute_30 = N,attribute_31 = G,attribute_31 = N,attribute_31 = C,attribute_31 = T,attribute_31 = A,attribute_32 = T,attribute_32 = N,attribute_32 = C,attribute_32 = G,attribute_32 = A,attribute_33 = C,attribute_33 = G,attribute_33 = A,attribute_33 = N,attribute_33 = T,attribute_34 = T,attribute_34 = A,attribute_34 = C,attribute_34 = G,attribute_34 = N,attribute_35 = G,attribute_35 = T,attribute_35 = A,attribute_35 = C,attribute_35 = N,attribute_35 = R,attribute_36 = T,attribute_36 = C,attribute_36 = A,attribute_36 = G,attribute_36 = N,attribute_36 = S,attribute_37 = T,attribute_37 = C,attribute_37 = A,attribute_37 = G,attribute_37 = N,attribute_38 = C,attribute_38 = G,attribute_38 = T,attribute_38 = A,attribute_38 = N,attribute_39 = C,attribute_39 = G,attribute_39 = T,attribute_39 = A,attribute_39 = N,attribute_40 = A,attribute_40 = G,attribute_40 = C,attribute_40 = T,attribute_40 = N,attribute_41 = A,attribute_41 = C,attribute_41 = G,attribute_41 = T,attribute_41 = N,attribute_42 = G,attribute_42 = C,attribute_42 = A,attribute_42 = T,attribute_42 = N,attribute_43 = G,attribute_43 = A,attribute_43 = C,attribute_43 = T,attribute_43 = N,attribute_44 = G,attribute_44 = C,attribute_44 = T,attribute_44 = A,attribute_44 = N,attribute_45 = C,attribute_45 = T,attribute_45 = A,attribute_45 = G,attribute_45 = N,attribute_46 = C,attribute_46 = G,attribute_46 = T,attribute_46 = A,attribute_46 = N,attribute_47 = T,attribute_47 = C,attribute_47 = G,attribute_47 = A,attribute_47 = N,attribute_48 = T,attribute_48 = G,attribute_48 = C,attribute_48 = A,attribute_48 = N,attribute_49 = C,attribute_49 = G,attribute_49 = T,attribute_49 = A,attribute_49 = N,attribute_50 = G,attribute_50 = C,attribute_50 = A,attribute_50 = T,attribute_50 = N,attribute_51 = A,attribute_51 = G,attribute_51 = C,attribute_51 = T,attribute_51 = N,attribute_52 = G,attribute_52 = T,attribute_52 = A,attribute_52 = C,attribute_52 = N,attribute_53 = C,attribute_53 = G,attribute_53 = T,attribute_53 = A,attribute_53 = N,attribute_54 = C,attribute_54 = G,attribute_54 = T,attribute_54 = A,attribute_54 = N,attribute_55 = A,attribute_55 = C,attribute_55 = G,attribute_55 = T,attribute_55 = N,attribute_56 = G,attribute_56 = C,attribute_56 = T,attribute_56 = A,attribute_56 = N,attribute_57 = T,attribute_57 = C,attribute_57 = G,attribute_57 = A,attribute_57 = N,attribute_58 = C,attribute_58 = A,attribute_58 = G,attribute_58 = T,attribute_58 = N,attribute_59 = T,attribute_59 = G,attribute_59 = C,attribute_59 = A,attribute_59 = N,attribute_60 = G,attribute_60 = C,attribute_60 = T,attribute_60 = A,attribute_60 = N,
T-0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
T-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
T-2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
T-3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
T-4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
T-5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
T-6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
T-7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
T-8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
T-9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
